30,0.1,1
30,0.105,1
30,0.11,1
30,0.115,1
30,0.12,1
30,0.125,1
30,0.13,1
30,0.135,1
30,0.14,1
30,0.145,1
30,0.15,1
30,0.155,1
30,0.16,1
30,0.165,1
30,0.17,1
30,0.175,1
30,0.18,1
30,0.185,1
30,0.19,1
30,0.195,1
30,0.2,1
31,0.1,1
31,0.105,1
31,0.11,1
31,0.115,1
31,0.12,1
31,0.125,1
31,0.13,1
31,0.135,1
31,0.14,1
31,0.145,1
31,0.15,1
31,0.155,1
31,0.16,1
31,0.165,1
31,0.17,1
31,0.175,1
31,0.18,1
31,0.185,1
31,0.19,1
31,0.195,1
31,0.2,1
32,0.1,1
32,0.105,1
32,0.11,1
32,0.115,1
32,0.12,1
32,0.125,1
32,0.13,1
32,0.135,1
32,0.14,1
32,0.145,1
32,0.15,1
32,0.155,1
32,0.16,1
32,0.165,1
32,0.17,1
32,0.175,1
32,0.18,1
32,0.185,1
32,0.19,1
32,0.195,1
32,0.2,1
33,0.1,1
33,0.105,1
33,0.11,1
33,0.115,1
33,0.12,1
33,0.125,1
33,0.13,1
33,0.135,1
33,0.14,1
33,0.145,1
33,0.15,1
33,0.155,1
33,0.16,1
33,0.165,1
33,0.17,1
33,0.175,1
33,0.18,1
33,0.185,1
33,0.19,1
33,0.195,1
33,0.2,1
34,0.1,1
34,0.105,1
34,0.11,1
34,0.115,1
34,0.12,1
34,0.125,1
34,0.13,1
34,0.135,1
34,0.14,1
34,0.145,1
34,0.15,1
34,0.155,1
34,0.16,1
34,0.165,1
34,0.17,1
34,0.175,1
34,0.18,1
34,0.185,1
34,0.19,1
34,0.195,1
34,0.2,1
35,0.1,1
35,0.105,1
35,0.11,1
35,0.115,1
35,0.12,1
35,0.125,1
35,0.13,1
35,0.135,1
35,0.14,1
35,0.145,1
35,0.15,1
35,0.155,1
35,0.16,1
35,0.165,1
35,0.17,1
35,0.175,1
35,0.18,1
35,0.185,1
35,0.19,1
35,0.195,1
35,0.2,1
36,0.1,1
36,0.105,1
36,0.11,1
36,0.115,1
36,0.12,1
36,0.125,1
36,0.13,1
36,0.135,1
36,0.14,1
36,0.145,1
36,0.15,1
36,0.155,1
36,0.16,1
36,0.165,1
36,0.17,1
36,0.175,1
36,0.18,1
36,0.185,1
36,0.19,1
36,0.195,1
36,0.2,1
37,0.1,1
37,0.105,1
37,0.11,1
37,0.115,1
37,0.12,1
37,0.125,1
37,0.13,1
37,0.135,1
37,0.14,1
37,0.145,1
37,0.15,1
37,0.155,1
37,0.16,1
37,0.165,1
37,0.17,1
37,0.175,1
37,0.18,1
37,0.185,1
37,0.19,1
37,0.195,1
37,0.2,1
38,0.1,1
38,0.105,1
38,0.11,1
38,0.115,1
38,0.12,1
38,0.125,1
38,0.13,1
38,0.135,1
38,0.14,1
38,0.145,1
38,0.15,1
38,0.155,1
38,0.16,1
38,0.165,1
38,0.17,1
38,0.175,1
38,0.18,1
38,0.185,1
38,0.19,1
38,0.195,1
38,0.2,1
39,0.1,1
39,0.105,1
39,0.11,1
39,0.115,1
39,0.12,1
39,0.125,1
39,0.13,1
39,0.135,1
39,0.14,1
39,0.145,1
39,0.15,1
39,0.155,1
39,0.16,1
39,0.165,1
39,0.17,1
39,0.175,1
39,0.18,1
39,0.185,1
39,0.19,1
39,0.195,1
39,0.2,1
40,0.1,1
40,0.105,1
40,0.11,1
40,0.115,1
40,0.12,1
40,0.125,1
40,0.13,1
40,0.135,1
40,0.14,1
40,0.145,1
40,0.15,1
40,0.155,1
40,0.16,1
40,0.165,1
40,0.17,1
40,0.175,1
40,0.18,1
40,0.185,1
40,0.19,1
40,0.195,1
40,0.2,1
41,0.1,1
41,0.105,1
41,0.11,1
41,0.115,1
41,0.12,1
41,0.125,1
41,0.13,1
41,0.135,1
41,0.14,1
41,0.145,1
41,0.15,1
